	AM_refseq_aegilops_tauschii	AM_refseq_ananas_comosus	AM_refseq_asparagus_officinalis	AM_refseq_brachypodium_distachyon	AM_refseq_cajanus_cajan	AM_refseq_capsicum_annuum	AM_refseq_carica_papaya	AM_refseq_cicer_arietinum	AM_refseq_cucumis_melo	AM_refseq_daucus_carota	AM_refseq_fragaria_vesca	AM_refseq_gossypium_arboreum	AM_refseq_helianthus_annuus	AM_refseq_hevea_brasiliensis	AM_refseq_lactuca_sativa	AM_refseq_manihot_esculenta	AM_refseq_medicago_truncatula	AM_refseq_musa_acuminata	AM_refseq_nicotiana_tabacum	AM_refseq_olea_europaea	AM_refseq_phaseolus_vulgaris	AM_refseq_phoenix_dactylifera	AM_refseq_prunus_persica	AM_refseq_ricinus_communis	AM_refseq_sesamum_indicum	AM_refseq_setaria_italica	AM_refseq_solanum_lycopersicum	AM_refseq_sorghum_bicolor	AM_refseq_theobroma_cacao	AM_refseq_vigna_radiata	AM_refseq_vitis_vinifera	AM_refseq_zea_mays	NM_refseq_arabidopsis_lyrata	NM_refseq_arabidopsis_thaliana	NM_refseq_beta_vulgaris	NM_refseq_brassica_rapa	NM_refseq_capsella_rubella	NM_refseq_eutrema_salsugineum	NM_refseq_lupinus_angustifolius	NM_refseq_nelumbo_nucifera	NM_refseq_spinacia_oleracea	NM_refseq_tarenaya_hassleriana	Total
OG0001140	4	4	5	4	3	2	3	2	3	6	2	5	4	4	3	4	3	8	6	6	3	4	2	2	3	4	2	3	2	3	2	4	2	2	2	5	2	3	5	2	2	4	144
OG0001141	0	0	1	0	0	3	0	0	0	2	0	0	50	0	78	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	144
OG0001142	0	0	1	0	6	2	4	2	1	7	3	4	4	3	7	1	15	0	0	6	5	2	7	2	5	0	4	0	2	2	9	0	6	4	2	3	3	1	12	5	0	4	144
OG0001143	0	0	0	1	2	29	0	0	0	16	0	0	34	0	0	0	0	0	56	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	144
OG0001144	0	0	0	0	0	0	0	0	9	9	10	0	1	0	0	0	1	0	6	64	0	0	10	0	0	1	0	0	0	1	1	0	0	0	0	0	1	19	0	0	0	11	144
OG0001145	67	1	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	25	0	0	0	5	0	0	0	0	0	0	0	0	0	0	143
OG0001146	3	1	1	4	2	3	2	2	2	3	2	7	5	4	5	3	2	6	10	6	2	2	2	2	3	4	3	5	2	2	2	7	4	4	1	6	4	4	4	2	1	4	143
OG0001147	10	1	1	5	5	3	3	3	2	1	3	3	2	2	1	2	3	5	8	2	4	2	2	2	2	4	3	4	2	5	3	4	3	3	3	10	3	3	3	3	1	9	143
OG0001148	5	2	5	2	6	4	3	4	5	2	3	3	2	8	2	4	3	4	5	2	4	2	2	4	4	2	6	2	2	4	4	3	3	3	2	3	3	3	4	4	2	3	143
OG0001149	3	3	2	2	3	2	1	3	2	4	2	5	5	6	3	5	2	4	6	6	3	3	2	3	4	3	2	3	2	3	2	4	3	3	2	4	3	4	5	4	2	10	143
OG0001150	2	4	3	3	6	2	2	4	4	2	2	3	5	4	3	2	4	8	3	5	4	3	3	1	4	4	3	5	1	4	4	4	4	3	2	4	3	2	5	4	2	3	143
OG0001151	6	3	1	2	2	7	2	1	2	1	5	5	5	5	5	7	2	3	10	1	1	1	1	5	3	3	3	2	6	3	2	3	3	5	3	5	2	3	2	1	5	6	143
OG0001152	4	3	1	2	3	2	2	3	2	6	6	10	9	2	4	5	5	3	6	3	4	3	7	5	2	3	2	4	2	3	3	4	1	1	3	1	1	1	4	3	2	3	143
OG0001153	2	2	3	1	2	2	4	8	3	4	4	3	4	3	4	2	7	4	4	7	6	3	4	4	5	1	2	1	2	5	1	1	3	3	3	6	3	2	7	3	2	3	143
OG0001154	3	2	2	3	5	2	5	3	3	5	3	5	7	4	4	4	3	4	5	4	4	2	3	2	3	3	3	3	7	3	2	4	2	2	3	4	2	2	7	2	2	2	143
OG0001155	3	2	2	3	3	3	2	4	3	3	1	7	5	4	3	4	4	8	6	6	4	2	1	2	3	3	4	3	2	4	1	6	2	2	2	8	2	3	5	2	2	4	143
OG0001156	7	7	1	7	4	2	1	1	1	2	1	4	14	6	12	3	5	6	4	2	3	3	1	4	2	3	5	4	2	3	2	4	1	1	1	2	1	1	5	2	1	2	143
OG0001157	5	4	2	4	4	3	2	3	2	3	3	4	5	5	5	4	2	3	4	6	3	2	2	3	3	4	3	4	3	4	2	5	2	2	2	4	3	3	7	3	2	4	143
OG0001158	3	4	3	3	3	5	3	3	3	3	3	6	4	7	3	4	2	4	7	10	3	3	2	2	4	2	3	2	3	3	3	2	2	2	1	5	2	2	5	2	2	5	143
OG0001159	3	3	5	3	5	1	2	5	1	4	3	4	2	4	2	3	5	3	4	1	5	3	4	2	2	3	2	3	2	5	4	3	6	5	2	8	5	5	4	1	2	4	143
OG0001160	4	3	1	3	5	2	2	5	3	1	4	1	13	5	8	5	4	2	6	2	3	4	4	4	1	3	3	2	3	3	5	3	1	1	5	5	2	1	4	4	2	1	143
OG0001161	3	3	3	3	4	4	3	4	3	4	2	3	4	5	4	3	4	3	5	3	4	3	3	3	6	3	4	3	3	4	2	4	4	4	2	4	4	3	4	2	1	3	143
OG0001162	3	3	3	3	4	2	3	3	3	5	2	4	3	4	3	4	3	3	4	2	4	4	3	3	3	2	3	3	3	4	3	3	3	3	4	6	3	3	6	4	4	5	143
OG0001163	4	2	1	4	6	3	2	4	3	5	3	4	5	4	5	3	4	4	6	4	4	2	2	2	2	4	3	3	2	4	2	5	3	1	2	6	3	3	6	2	2	4	143
OG0001164	3	2	3	3	2	2	1	1	4	4	2	1	2	3	4	3	3	3	11	2	2	2	2	6	2	2	4	2	3	2	1	3	7	8	2	8	7	5	6	4	2	4	143
OG0001165	0	4	1	0	2	6	2	2	5	3	3	8	5	6	10	7	4	0	4	2	1	2	7	6	5	0	2	0	3	1	4	0	2	2	9	5	1	1	5	1	5	7	143
OG0001166	0	0	0	0	0	4	0	0	0	0	4	1	0	5	0	4	0	0	9	12	0	0	7	8	0	0	3	0	9	0	5	0	13	8	8	15	7	10	0	1	2	8	143
OG0001167	34	11	2	11	0	3	0	0	0	0	0	0	0	1	0	3	0	7	7	4	0	4	0	3	2	17	4	5	0	0	0	14	0	0	0	0	0	0	0	10	0	0	142
OG0001168	3	3	5	3	3	3	2	3	2	2	3	3	6	7	4	5	2	5	5	2	3	4	3	2	3	3	3	3	3	3	3	5	3	3	2	5	3	3	4	3	2	5	142
OG0001169	3	3	3	3	3	2	1	3	2	4	1	5	6	3	4	3	3	5	5	3	3	3	3	2	2	3	3	3	2	3	2	4	4	4	2	8	4	4	8	4	2	4	142
OG0001170	2	3	1	2	3	3	2	2	3	3	2	5	3	6	3	6	2	7	6	4	4	3	3	3	4	2	3	2	3	5	3	5	3	3	2	3	3	3	5	5	2	5	142
OG0001171	2	2	3	2	4	4	2	3	2	3	2	4	5	4	3	4	3	5	6	4	4	4	2	2	5	4	1	2	3	3	2	5	4	4	2	7	4	3	4	2	2	6	142
OG0001172	2	3	1	2	3	4	3	3	1	2	2	6	4	6	3	4	3	4	6	3	3	3	3	3	2	2	5	2	3	3	3	3	4	3	3	7	4	4	4	4	5	4	142
OG0001173	3	3	4	2	3	2	2	3	3	3	3	4	3	6	2	5	5	5	6	7	3	4	3	3	3	2	2	3	2	3	2	5	3	3	4	3	2	2	6	4	3	3	142
OG0001174	3	4	4	3	4	3	3	3	2	3	4	4	3	4	3	4	3	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	7	2	3	4	142
OG0001175	3	3	1	5	4	2	2	5	3	7	2	3	6	6	3	3	5	4	4	7	4	5	3	3	2	2	2	4	2	4	2	5	2	2	1	4	2	2	6	4	1	2	142
OG0001176	2	2	1	2	5	3	3	4	3	4	3	5	5	5	3	5	3	3	6	3	5	4	3	4	3	2	3	2	3	5	3	2	3	3	3	4	3	3	5	2	3	4	142
OG0001177	2	2	4	2	4	3	2	4	2	6	2	5	2	3	2	3	4	3	5	3	4	6	2	2	3	2	3	2	2	4	2	4	4	4	2	8	4	4	7	4	2	4	142
OG0001178	1	2	1	1	3	4	3	3	4	4	3	4	4	6	4	4	4	3	6	6	3	2	3	3	3	1	4	1	3	3	5	1	4	4	2	7	4	4	6	2	2	5	142
OG0001179	1	3	1	1	3	4	3	4	3	4	3	3	6	6	5	6	3	5	8	8	4	2	3	3	4	2	4	2	3	4	2	3	2	2	2	4	2	2	3	3	2	4	142
OG0001180	0	1	1	0	5	5	3	2	3	5	2	8	5	4	5	5	4	2	10	4	5	1	2	3	4	0	4	0	3	5	3	0	3	3	3	6	3	3	9	2	3	3	142
OG0001181	0	0	13	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	1	0	63	0	0	14	4	11	0	0	0	0	142
OG0001182	0	0	0	0	0	0	0	0	14	12	5	3	13	19	8	12	1	0	0	7	1	0	9	3	8	0	0	0	6	2	6	0	0	0	2	0	0	0	0	6	5	0	142
OG0001183	3	7	5	3	4	2	4	1	4	2	4	4	2	5	2	4	2	5	8	5	4	8	5	3	4	3	4	3	3	1	4	3	2	2	2	2	2	2	2	2	2	2	141
OG0001184	14	2	3	3	4	1	3	3	2	8	2	5	4	3	5	3	2	3	3	5	4	4	2	2	5	2	2	2	2	4	2	4	2	2	2	4	3	2	4	4	2	3	141
OG0001185	2	4	1	2	2	3	2	2	4	3	4	7	8	5	4	4	2	6	6	5	2	3	3	3	4	3	4	3	3	2	3	3	3	3	2	3	3	3	2	5	2	3	141
OG0001186	2	2	3	2	3	3	2	3	2	2	2	2	7	4	3	3	3	5	9	5	3	3	2	2	5	2	4	2	2	3	2	2	4	4	2	7	6	4	7	2	2	4	141
OG0001187	1	0	0	1	2	4	2	1	3	4	4	8	2	4	1	3	1	0	9	21	1	1	2	2	13	2	5	2	2	2	1	4	3	3	1	10	3	3	3	1	1	5	141
OG0001188	4	2	1	3	4	3	2	3	2	4	2	6	3	5	3	4	3	3	6	7	4	4	2	2	3	3	3	3	2	4	2	3	3	3	2	5	3	3	5	4	3	5	141
OG0001189	2	3	3	2	3	3	2	3	2	2	3	4	6	6	5	4	5	4	5	6	3	5	2	2	4	2	3	2	2	3	3	3	3	3	1	6	3	3	5	4	2	4	141
OG0001190	3	1	3	2	6	5	2	3	3	4	2	6	5	5	4	3	4	2	7	5	6	2	2	1	2	3	5	2	2	6	2	3	3	3	2	5	3	3	4	2	2	3	141
OG0001191	2	2	1	2	5	2	3	3	4	3	3	3	9	4	3	4	3	3	4	6	4	4	3	3	4	2	2	2	3	4	3	3	3	3	3	4	3	3	5	2	3	6	141
OG0001192	3	2	4	3	2	3	2	3	3	5	0	3	8	4	4	4	3	6	5	7	3	4	2	2	4	4	3	3	2	3	1	6	3	3	2	4	3	3	4	1	2	5	141
OG0001193	2	2	3	3	3	4	1	3	3	3	1	5	6	3	3	2	3	5	8	3	2	4	2	2	3	2	4	5	2	3	2	5	4	4	1	6	3	3	9	2	3	4	141
OG0001194	4	4	4	2	3	5	1	3	2	4	3	2	4	3	2	3	2	5	6	4	3	3	3	2	5	2	4	3	2	3	3	3	4	5	4	4	4	4	5	2	3	4	141
OG0001195	2	2	2	2	5	2	3	4	2	1	4	5	5	5	5	3	4	3	6	3	4	3	2	4	3	3	3	3	3	4	4	3	4	4	2	2	3	3	7	3	2	4	141
OG0001196	3	6	4	3	2	6	1	1	3	5	6	7	11	7	6	4	2	2	8	5	1	6	4	4	3	5	4	3	5	1	5	5	0	0	1	0	0	0	0	1	1	0	141
OG0001197	4	4	1	6	3	1	2	3	1	3	1	2	4	4	3	3	4	5	6	3	4	3	3	4	3	7	2	7	2	3	3	6	2	3	1	5	2	3	8	2	1	4	141
OG0001198	8	3	3	4	2	5	2	2	4	2	4	2	2	7	2	6	5	1	10	2	3	3	3	4	2	6	5	6	2	2	5	4	3	1	2	1	1	1	4	3	2	2	141
OG0001199	2	3	2	1	4	4	1	3	1	5	2	6	4	4	3	4	3	4	6	7	3	3	2	2	2	2	4	2	2	4	2	4	4	3	2	8	3	3	8	2	2	5	141
OG0001200	3	2	3	3	2	2	3	3	3	6	2	6	5	4	3	4	3	11	4	6	2	4	2	2	4	4	2	4	2	2	2	4	3	3	1	4	3	3	5	2	1	4	141
OG0001201	1	3	1	2	3	2	3	4	3	3	3	4	3	4	4	4	3	4	8	6	3	4	3	3	3	1	2	1	3	3	3	3	4	4	3	6	5	4	5	3	3	4	141
OG0001202	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	0	23	0	0	0	28	0	0	0	0	0	0	0	0	65	0	0	0	0	1	0	0	0	1	0	0	0	141
OG0001203	2	2	1	2	5	4	2	5	3	4	4	3	5	3	3	3	6	3	3	2	5	2	3	2	4	2	6	2	2	6	2	4	4	4	1	6	5	3	5	2	1	4	140
OG0001204	1	3	1	1	8	4	2	4	2	9	3	3	2	3	2	2	4	2	8	5	5	2	2	2	3	3	6	1	2	5	2	1	2	2	3	4	2	2	11	4	4	3	140
OG0001205	11	11	11	4	4	0	1	4	0	1	1	1	2	3	1	3	6	3	0	1	4	1	2	5	1	6	0	6	1	3	3	5	4	4	3	6	3	2	1	6	2	4	140
OG0001206	4	1	3	2	3	3	3	3	2	4	2	5	3	3	5	4	4	2	7	5	3	3	2	4	4	2	2	2	3	4	3	2	4	4	4	5	4	4	4	2	4	3	140
OG0001207	2	2	2	3	4	3	3	2	3	2	2	4	4	3	2	3	3	5	6	8	5	4	2	2	4	2	3	3	2	5	2	3	4	4	1	7	4	4	5	2	1	5	140
OG0001208	1	1	2	1	4	4	2	3	2	4	2	6	5	4	3	3	4	2	8	5	4	3	2	4	3	1	4	1	2	4	2	2	4	4	2	9	4	4	6	2	2	5	140
OG0001209	3	3	2	2	3	2	2	2	1	3	1	5	7	5	5	4	2	4	7	4	3	2	2	4	3	2	2	2	2	3	2	3	5	5	2	8	5	5	4	2	2	5	140
OG0001210	3	2	2	3	4	6	2	2	3	4	2	5	5	3	4	3	4	6	8	3	4	3	3	3	1	2	3	2	3	4	4	4	3	3	1	5	4	2	4	4	1	3	140
OG0001211	2	3	3	3	5	3	3	3	2	7	6	5	12	3	6	3	4	1	13	4	4	2	5	3	2	5	1	4	4	5	5	2	0	0	1	0	0	0	3	2	1	0	140
OG0001212	2	1	1	2	3	5	2	3	7	3	2	6	5	5	3	4	2	2	8	5	3	1	5	3	3	2	5	2	4	3	4	1	4	4	1	6	4	3	4	2	1	4	140
OG0001213	2	3	3	2	3	4	1	3	2	3	1	6	3	4	3	4	3	5	6	2	3	2	3	3	5	1	4	1	3	3	3	1	4	4	3	9	7	4	5	1	4	4	140
OG0001214	9	2	2	5	4	7	3	2	3	2	2	2	2	2	1	2	3	2	11	3	3	3	2	2	2	7	4	10	4	4	3	6	2	2	1	2	2	2	2	3	2	3	140
OG0001215	2	1	1	2	3	3	2	3	3	5	2	5	3	4	3	4	3	8	6	5	3	3	2	2	4	2	3	2	2	3	2	4	4	4	2	7	4	4	7	2	2	4	140
OG0001216	3	1	1	2	4	3	2	3	1	4	2	5	5	7	4	6	3	2	10	5	5	3	4	4	4	2	4	1	4	4	4	1	2	2	4	2	2	2	4	2	4	3	140
OG0001217	3	2	3	3	3	2	2	2	2	3	2	5	5	4	4	2	2	5	7	4	2	3	2	2	4	4	4	3	2	2	2	5	5	4	2	6	4	4	6	2	3	4	140
OG0001218	2	2	1	2	3	3	2	3	2	4	2	5	7	3	5	3	3	4	6	5	3	2	2	2	3	2	3	2	2	3	2	3	4	4	2	8	5	4	5	2	2	8	140
OG0001219	2	3	4	2	3	3	2	3	3	4	2	6	4	4	3	3	4	5	6	7	3	2	2	2	2	2	2	2	2	3	2	3	3	3	2	7	4	3	6	6	2	4	140
OG0001220	4	2	2	4	3	3	2	3	2	2	2	7	4	6	4	4	3	4	7	2	3	2	2	2	4	4	2	3	3	3	2	5	2	2	3	5	3	2	5	4	4	5	140
OG0001221	4	2	3	4	2	3	2	2	2	3	2	3	3	5	2	6	2	6	4	4	2	4	3	3	3	4	3	4	2	2	3	5	3	3	2	7	3	3	7	4	2	4	140
OG0001222	4	2	0	3	5	4	2	3	3	3	2	5	5	4	4	4	4	3	7	6	6	4	1	2	2	3	3	3	2	6	1	6	3	3	1	5	3	4	3	2	1	3	140
OG0001223	3	4	3	3	2	3	2	2	2	5	2	4	5	3	4	3	3	11	6	7	2	3	2	2	3	2	3	2	2	2	2	4	3	3	1	7	3	3	4	2	1	7	140
OG0001224	4	3	3	4	2	2	2	2	2	3	2	5	6	4	4	2	2	6	6	8	3	4	2	2	3	4	2	7	2	3	2	8	3	3	1	4	3	3	3	2	1	3	140
OG0001225	2	3	2	2	3	2	2	3	3	6	2	6	4	4	4	4	3	5	5	6	3	3	2	2	4	2	2	2	2	3	2	3	3	3	2	6	3	3	9	2	2	6	140
OG0001226	1	1	5	1	8	2	2	5	3	3	3	3	2	5	3	5	9	2	3	4	6	2	6	2	3	2	2	2	3	5	8	1	2	2	1	4	4	3	5	2	2	3	140
OG0001227	3	3	2	3	3	3	4	3	3	2	3	5	5	6	3	3	2	4	8	4	3	4	2	3	3	3	3	3	2	3	4	3	3	3	2	4	3	3	5	2	2	4	139
OG0001228	4	2	2	2	3	3	2	2	2	2	3	5	8	4	2	4	3	4	7	4	3	4	2	2	2	3	3	3	2	3	2	4	6	5	2	6	5	5	3	2	1	3	139
OG0001229	63	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	139
OG0001230	2	3	1	2	6	1	2	3	2	2	3	5	4	5	3	4	3	5	5	6	6	4	3	2	2	4	2	4	3	6	3	2	2	2	2	6	2	2	9	2	1	3	139
OG0001231	4	4	1	3	3	2	1	3	3	4	2	4	4	4	4	4	3	8	6	5	3	4	2	1	4	3	2	3	2	3	2	5	3	2	2	8	3	3	3	3	3	3	139
OG0001232	2	2	2	2	4	4	2	2	2	2	3	5	4	6	4	6	2	4	9	4	4	3	3	3	2	1	4	2	3	4	3	3	4	3	1	4	4	3	5	3	2	4	139
OG0001233	4	3	2	3	2	2	2	3	1	2	2	5	6	5	3	4	2	6	7	4	2	5	1	2	2	4	1	4	2	3	4	5	4	4	1	7	3	3	3	2	2	7	139
OG0001234	4	3	3	2	5	2	2	3	1	2	6	2	6	6	4	3	7	6	4	7	5	5	2	2	3	3	2	3	1	4	4	5	2	3	1	3	4	1	3	2	1	2	139
OG0001235	5	4	3	2	4	4	2	2	2	4	2	2	5	3	3	3	5	3	5	3	2	3	2	2	5	3	3	2	2	2	1	3	4	4	3	8	4	5	5	5	2	3	139
OG0001236	3	3	2	3	2	3	2	3	2	3	2	5	5	4	4	4	3	5	7	4	2	3	3	2	2	3	3	3	2	2	3	4	3	3	2	6	3	3	6	4	2	6	139
OG0001237	3	3	2	4	3	3	1	2	2	4	2	5	6	3	3	3	2	6	6	4	4	4	2	2	4	3	3	4	2	4	2	4	3	3	2	5	3	3	6	2	2	5	139
OG0001238	2	2	2	4	3	4	3	3	2	3	2	4	5	5	3	4	6	5	6	5	4	2	2	3	4	3	4	4	2	3	3	3	2	2	2	4	2	2	5	3	2	5	139
OG0001239	1	2	2	1	5	5	3	5	3	2	3	4	4	6	3	5	2	5	10	6	5	3	3	3	4	1	5	1	3	5	3	2	1	1	2	2	1	1	8	4	2	2	139
OG0001240	2	3	2	3	6	3	2	3	3	2	3	5	5	5	5	3	3	5	6	3	4	3	3	3	3	2	3	2	2	4	2	4	4	3	1	5	3	4	6	1	1	4	139
OG0001241	2	3	1	3	2	5	2	2	3	4	2	8	4	4	3	3	0	7	8	6	3	4	2	2	2	3	4	3	2	3	2	4	3	3	1	7	3	3	6	2	1	4	139
OG0001242	3	3	3	3	4	6	1	3	0	3	2	6	4	4	2	3	2	4	9	5	3	3	2	2	2	4	3	4	2	2	2	4	5	4	2	8	3	3	4	2	2	3	139
OG0001243	4	2	1	3	3	2	2	2	4	1	2	4	6	14	4	8	3	4	2	7	3	4	2	3	4	3	2	3	3	3	3	4	2	2	1	5	2	2	2	4	2	2	139
OG0001244	4	3	2	3	5	4	1	4	2	2	1	4	3	5	3	5	5	2	8	7	5	2	4	2	3	3	4	3	3	3	3	4	3	3	2	3	3	2	2	3	2	4	139
OG0001245	3	3	2	2	4	3	1	3	3	5	2	3	6	4	4	4	3	4	8	5	4	4	2	1	2	3	3	3	2	4	3	5	3	3	2	4	3	3	4	4	2	3	139
OG0001246	1	3	2	1	3	4	2	4	3	3	1	4	3	3	2	4	4	5	8	5	3	5	1	2	1	1	4	1	1	3	2	2	5	5	1	9	5	5	10	3	1	4	139
OG0001247	1	1	1	1	4	3	2	3	3	3	2	5	4	3	3	3	3	4	4	9	3	4	2	2	3	1	3	1	2	3	2	1	8	11	2	5	6	5	4	2	2	5	139
OG0001248	4	3	3	3	3	2	2	2	3	3	1	7	4	3	3	3	2	5	3	4	3	4	3	2	2	4	3	4	2	3	3	5	3	3	1	8	4	4	6	3	2	4	139
OG0001249	2	3	3	3	2	3	3	2	3	2	4	5	6	4	6	4	2	5	4	4	2	4	2	3	2	2	2	3	2	2	3	4	3	4	1	6	3	5	4	4	2	6	139
OG0001250	0	0	0	0	1	2	1	1	0	8	14	1	5	21	1	21	5	0	4	1	3	0	3	10	0	0	1	0	1	3	13	0	2	2	1	4	2	2	1	2	2	1	139
OG0001251	0	0	0	0	0	2	0	0	1	1	0	0	39	0	81	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	139
OG0001252	5	1	1	2	4	6	3	3	4	4	3	3	5	4	3	3	2	3	6	2	5	3	3	3	3	1	3	2	3	2	3	1	4	4	3	7	4	4	3	4	3	3	138
OG0001253	4	3	1	2	3	3	2	4	5	7	2	5	3	3	4	4	3	2	5	4	3	2	2	3	2	3	4	3	3	3	4	2	3	3	2	4	3	3	3	5	2	7	138
OG0001254	4	5	2	3	3	3	2	3	2	3	3	5	4	6	4	4	3	5	9	3	3	3	3	3	3	4	5	3	3	3	3	4	1	1	2	4	1	1	4	3	2	3	138
OG0001255	3	2	3	2	3	4	3	4	3	3	2	4	4	4	2	3	2	5	8	6	3	4	2	2	3	3	3	3	2	3	3	5	2	2	2	6	2	3	5	3	2	5	138
OG0001256	3	2	2	3	3	3	2	3	7	6	2	4	3	4	5	3	3	2	6	3	3	2	4	2	3	2	2	2	2	3	3	4	4	4	3	6	4	4	4	2	2	4	138
OG0001257	1	2	2	1	3	2	2	4	2	4	2	6	7	4	5	4	3	3	7	4	4	6	2	2	3	1	4	1	2	4	2	2	3	3	3	6	3	2	6	3	4	4	138
OG0001258	3	3	4	3	2	4	2	3	3	3	2	5	3	4	4	4	2	7	8	3	2	4	2	2	2	3	4	3	2	2	1	4	3	3	2	6	3	3	6	2	2	5	138
OG0001259	3	2	2	2	3	2	3	2	1	4	3	6	6	5	6	3	3	3	7	6	3	3	3	3	3	2	2	2	3	3	3	2	3	3	2	6	3	3	5	1	2	6	138
OG0001260	3	1	2	3	3	3	2	3	3	4	2	5	8	4	4	3	3	5	5	3	4	4	2	2	3	3	3	3	2	4	3	4	3	3	2	7	3	3	3	2	2	4	138
OG0001261	2	3	2	2	4	3	2	4	2	4	2	4	5	6	4	4	3	5	6	4	4	4	1	3	4	3	3	3	3	4	3	3	2	2	2	3	2	2	6	4	3	3	138
OG0001262	6	3	0	3	5	3	3	2	2	4	3	3	3	7	3	3	3	4	5	3	5	4	2	3	5	3	2	3	3	3	7	5	2	2	2	1	2	2	7	2	1	4	138
OG0001263	3	2	2	3	4	2	3	3	2	3	2	3	4	4	4	4	3	5	3	7	3	4	2	2	2	3	2	4	2	3	2	5	3	3	2	9	3	3	5	1	5	4	138
OG0001264	3	3	2	1	6	3	1	5	2	3	6	5	9	7	2	3	2	4	2	3	5	2	5	4	2	2	2	2	4	4	8	2	4	4	1	1	1	1	4	5	1	2	138
OG0001265	1	1	0	1	1	2	2	1	4	4	1	12	1	7	2	6	1	3	2	6	1	2	2	5	4	2	2	1	3	2	3	3	7	7	0	8	7	5	5	3	1	7	138
OG0001266	1	3	1	3	3	5	2	2	2	4	2	5	6	3	4	3	2	11	10	4	2	3	2	2	2	3	4	2	2	2	1	5	3	3	2	4	3	4	4	2	2	5	138
OG0001267	1	2	5	1	3	4	2	1	2	4	3	4	7	1	5	1	2	2	7	3	4	2	2	2	2	2	4	3	2	3	3	2	7	4	3	10	6	8	1	3	2	3	138
OG0001268	5	2	3	4	3	3	3	3	2	4	3	5	4	3	4	3	7	2	5	4	3	2	2	2	3	3	3	3	3	3	4	2	4	3	4	3	3	3	4	2	4	3	138
OG0001269	1	3	4	1	2	3	2	2	1	5	2	8	8	2	4	2	2	5	9	6	2	4	2	2	3	1	5	1	2	3	2	3	4	4	1	5	3	4	6	2	1	6	138
OG0001270	2	5	3	2	3	3	3	3	2	3	2	4	4	5	3	6	2	7	7	3	3	5	2	3	2	2	4	2	2	3	1	3	2	3	2	3	3	3	6	4	2	6	138
OG0001271	3	1	1	2	3	4	2	4	2	3	2	5	6	5	3	4	4	6	10	4	4	2	2	2	4	3	4	3	2	4	2	4	3	3	1	4	3	3	6	2	1	2	138
OG0001272	0	0	0	0	1	2	0	0	2	3	26	6	1	5	2	3	0	0	4	8	1	0	24	2	11	0	0	0	11	2	10	0	1	1	0	1	1	1	1	6	0	2	138
OG0001273	3	1	5	5	6	4	3	4	0	3	1	3	9	3	6	2	7	2	4	7	6	3	1	1	7	2	2	3	2	6	2	4	1	1	2	1	3	1	7	2	2	0	137
OG0001274	1	1	5	1	4	2	4	3	3	3	9	3	3	4	6	4	7	4	4	7	3	2	4	2	2	1	4	1	3	3	1	2	2	2	1	6	2	2	7	4	1	4	137
OG0001275	3	3	1	3	3	2	2	3	3	5	2	6	4	3	3	3	3	5	6	3	3	3	2	2	3	3	3	3	2	3	2	5	4	4	1	7	4	3	6	2	1	5	137
OG0001276	3	2	3	3	4	3	2	2	2	2	3	5	4	4	3	3	3	4	11	5	2	4	2	2	3	2	3	3	2	2	3	3	3	3	1	5	3	3	5	4	2	6	137
OG0001277	7	3	2	4	2	3	2	6	2	1	3	3	1	1	3	1	5	2	6	1	2	4	3	2	1	4	3	5	1	2	2	4	8	8	1	8	5	8	2	2	2	2	137
OG0001278	4	3	2	3	3	3	1	3	2	3	2	5	3	6	3	5	3	5	7	5	3	6	2	3	4	5	2	3	4	3	2	7	2	2	1	3	1	1	5	2	2	3	137
OG0001279	7	3	1	5	2	3	2	3	3	3	2	3	4	4	3	3	3	3	8	6	3	2	2	2	7	3	5	3	2	4	3	4	2	2	2	3	2	1	6	2	2	4	137
OG0001280	12	1	3	3	2	1	2	2	2	3	2	6	3	5	4	4	3	5	10	4	2	2	2	3	3	2	1	5	3	2	4	5	3	3	2	3	3	2	4	3	2	1	137
OG0001281	2	3	2	3	3	4	1	3	2	2	2	6	3	4	3	3	3	5	6	3	3	3	3	2	2	2	3	2	2	3	2	5	5	4	2	9	5	4	3	2	2	6	137
OG0001282	2	2	2	2	4	3	2	3	3	4	2	2	8	4	3	3	3	6	6	4	3	2	2	2	2	2	3	2	2	3	2	3	5	5	2	4	5	4	6	3	2	5	137
OG0001283	3	3	4	3	3	4	2	3	3	1	2	5	3	3	2	3	3	7	6	2	3	3	2	2	3	5	4	5	2	3	2	5	3	3	2	5	3	3	6	2	2	4	137
